"product_name","pnns_groups_1","energy_100g","fat_100g","carbohydrates_100g","sugars_100g","proteins_100g","salt_100g","nutrition.score.fr_100g","kcal","nutriscore"
"Sauce vinaigrette à l'huile d'olive et aux tomates séchées","Fat and sauces",1908,50.6,1.3,1.3,0.5,2.98,19,454.285714285714,"E"
"Sauce vinaigrette","Fat and sauces",1972,50.6,5.3,4.5,0.4,2.09,18,469.52380952381,"D"
"Champignons de Paris entiers 1er choix","fruits-and-vegetables",79,0.4,0.6,0,2.2,0.700024,0,18.8095238095238,"B"
"Champignons de Paris pieds et morceaux","fruits-and-vegetables",139,0.702,1.05,0,3.86,1.23,-2,33.0952380952381,"A"
"Riz Arborio pour Risotto","Cereals and potatoes",1485,0.7,78.3,0.4,7,0.01,-1,353.571428571429,"A"
"Pâtes alphabet","Cereals and potatoes",1536,1.9,73.4,3.7,12.8,0,-6,365.714285714286,"A"
"Pâtes mini penne de qualité supérieure (6 min. al dente)","Cereals and potatoes",1523,1.9,73,2.5,11.5,0.0254,-3,362.619047619048,"A"
"Grains de blé tomate et basicilc","Cereals and potatoes",649,4.6,21.5,3.3,5.1,0.9,-3,154.52380952381,"A"
"Biscuits &quot;Cappucino&quot; aux amandes et chocolat noir","Sugary snacks",2342,36,49,34,8.5,0.1524,18,557.619047619048,"D"
"Biscuits petit déjeuner céréales fruits rouge","Sugary snacks",1824,17,60,22,7,0.508,12,434.285714285714,"D"
"Mozzarella di Bufala Campana AOP - 210 g - Auchan","Milk and dairy products",1037,22,1.2,1.2,11.9,0.94,12,246.904761904762,"D"
"Tranche de fromage au lait de brebis (23% MG)","Milk and dairy products",1140,23,1,1,16,2.75,18,271.428571428571,"D"
"Jambon supérieur Label Rouge","Fish Meat Eggs",482,3,0.8,0.7,21,1.9,5,114.761904761905,"C"
"Cancoillotte à napper à l'ail","Milk and dairy products",590,9.5,0,0,14,1.75,9,140.47619047619,"C"
"Cancoillotte nature","Milk and dairy products",590,9.5,0,0,14,1.75,9,140.47619047619,"C"
"Parmigiano Reggiano AOP râpé","Milk and dairy products",1633,28.4,0,0,33,1.6,15,388.809523809524,"D"
"Parmigiano Reggiano copeaux (28,4% MG)","Milk and dairy products",1633,28.4,0,0,33,1.6,15,388.809523809524,"D"
"Purées de fruits pomme banane","Fruits and vegetables",281,0.5,14,12,0.5,0.01,-5,66.9047619047619,"A"
"Pomme Poire","Fruits and vegetables",248,0.5,12,10,0.4,0,-6,59.047619047619,"A"
"Battonets citron sauce citron","Milk and dairy products",958,11.9,28.9,25.3,1.6,0.127,17,228.095238095238,"D"
"Batonnets caramel beurre salé","Milk and dairy products",1007,13.7,26.2,25.6,2.6,0.254,17,239.761904761905,"D"
"Farine pain blanc","Cereals and potatoes",1394,1.1,69.4,1.5,10.2,0.00762,-6,331.904761904762,"A"
"Cacahuètes sans sel ajouté","Salty snacks",2588,50.8,10.8,5.2,27.1,0,15,616.190476190476,"D"
"Purées de fruits Pomme","Fruits and vegetables",247,0.6,12,10,0.3,0,-5,58.8095238095238,"A"
"Spécialité de fruits Pomme","Fruits and vegetables",219,0.6,11.3,10.3,0.3,0,-5,52.1428571428571,"A"
"Spécialité de fruits pomme","Fruits and vegetables",247,0.6,12,10,0.3,0.01,-5,58.8095238095238,"A"
"Spécialité de Fruits Pomme Abricot","Fruits and vegetables",268,0.1,13.8,12.8,0.5,0.01,-5,63.8095238095238,"A"
"Lait demi-écrémé bio Auchan","Milk and dairy products",200,1.5,5,5,3.5,0.1524,0,47.6190476190476,"B"
"Mini bonbons menthe sans sucres","Sugary snacks",972,0,97.1,0.2,0,0.02,2,231.428571428571,"B"
"Nectar Orange-Mangue Auchan","Beverages",196,0,11.2,10.2,0.3,0.0254,14,46.6666666666667,"D"
"Sucre en morceaux","Sugary snacks",1699,0,100,100,0,0,15,404.52380952381,"D"
"Sucre en poudre","Sugary snacks",1700,0,100,100,0,0,15,404.761904761905,"D"
"cookies chocolat blanc cranberries","Sugary snacks",2075,23,67,43,5,0.9144,24,494.047619047619,"E"
"Confiture de clémentines & Oranges de Corse ","Sugary snacks",934,0.1,54,54,0.4,0,11,222.380952380952,"D"
"20 crêpes dentelle au beurre","Sugary snacks",1980,17,72,35,6.5,0.55,24,471.428571428571,"E"
"Sardines à l'huile de tournesol ","Fish Meat Eggs",1074,18,0,0,24,1.016,5,255.714285714286,"C"
"Sardines au citron et au basilic sans huile ","Fish Meat Eggs",711,7.4,2,0,23.7,0.82804,2,169.285714285714,"B"
"Sardines à l'huile d'olive vierge extra","Fish Meat Eggs",1268,23,0,0,24,1.016,5,301.904761904762,"C"
"Jardinière de légumes","fruits-and-vegetables",183,0.2,5,3.4,3.3,0.03,-11,43.5714285714286,"A"
"Yaourt entier nature","Milk and dairy products",281,3.7,5,4.8,3.5,0.1,1,66.9047619047619,"B"
"Le Bleu (34 % MG) ","Milk and dairy products",1510,33,1,0.5,16,1.5,15,359.52380952381,"D"
"Pérail de Brebis (22 % MG)","Milk and dairy products",1137,22,0,0,19,1.2,13,270.714285714286,"D"
"Mozzarella","Milk and dairy products",952,17,1,1,18,0.38,8,226.666666666667,"C"
"Feta grecque","Milk and dairy products",1192,24.4,0,0,17,2.78,18,283.809523809524,"D"
"Saint-Félicien Biologique","Milk and dairy products",1257,27,1.1,1.1,14.1,1.63,15,299.285714285714,"D"
"Jambon cuit découenné dégraissé","Fish Meat Eggs",451,3,1,1,19,2.25044,11,107.380952380952,"D"
"Filet de bacon fumé","Fish Meat Eggs",505,4,1,1,20,3.75,12,120.238095238095,"D"
"Rôti de porc ","Fish Meat Eggs",485,3,1,1,21,2,5,115.47619047619,"C"
"Saucisses de Francfort","Fish Meat Eggs",1311,29.5,0.9,0.9,12,2.10058,22,312.142857142857,"E"
"Purée de Pomme de Terre Bio","Cereals and potatoes",485,6.2,12.2,1.2,2.2,0.61,5,115.47619047619,"C"
"Truite Fumée","Fish Meat Eggs",716,8.4,0.6,0.5,23,3.2,14,170.47619047619,"D"
"Saumon atlantique fumé bio","Fish Meat Eggs",873,13.1,0.3,0.2,22.3,2.99999999999999,14,207.857142857143,"D"
"Pizza 3 Fromages ","Composite foods",931,8.3,25.4,3.4,10.1,1.07,2,221.666666666667,"B"
"3 maxi au chocolat et aux amandes","Milk and dairy products",1370,20.8,31.4,28.5,3.5,0.1,20,326.190476190476,"E"
"Mini Brownie aux pépites de chocolat","Sugary snacks",1899,26,48,34,5.5,0.36,23,452.142857142857,"E"
"Lasagne Saumon","Composite foods",629,6.6,13.7,1.6,8.3,1,1,149.761904761905,"B"
"Lardons Fumés","Fish Meat Eggs",1280,26,0.7,0.7,18,3.4,22,304.761904761905,"E"
"4 Quenelles nature","Composite foods",888,12.9,17,1.4,6.3,1.14,12,211.428571428571,"D"
"Nuggets de poisson surgelés préfrits","Composite foods",795,5.1,22.3,1,12.9,1,0,189.285714285714,"B"
"Filets de limande façon meunière","Composite foods",831,10.2,12.4,0.7,13.9,0.9652,1,197.857142857143,"B"
"4 Feuilletés au Jambon Emmental","Composite foods",1058,13,26.5,3.5,6.9,1.03,15,251.904761904762,"D"
"Tarte provençale","Composite foods",865,10,22.8,2.8,5.8,0.7493,3,205.952380952381,"C"
"Chocolat noir","Sugary snacks",2073,28,50,50,6.9,0.02,26,493.571428571429,"E"
"Mélange verdoyant (3/4 portions)","Fruits and vegetables",93,0.4,1.9,0.1,2.2,0.13,-7,22.1428571428571,"A"
"Steaks hachés 100% pur boeuf 5% matières grasses","Fish Meat Eggs",610,5,0,0,25,0.23,-2,145.238095238095,"A"
"Madeleines coquilles aux oeufs","Sugary snacks",1847,21,57,30,5.5,0.79,16,439.761904761905,"D"
"Farine de blé noir","Cereals and potatoes",1563,3.2,69.8,1,12.8,0.0299999999999999,-3,372.142857142857,"A"
"Sticks & Bretzels d'Alsace","Salty snacks",1623,2.4,77.3,2,11.3,3.048,10,386.428571428571,"C"
"Quenelles nature","Composite foods",799,11.2,14.9,1.5,6.9,0.88,2,190.238095238095,"B"
"Cigarettes nappées chocolat noisette","Sugary snacks",1931,15,73,45,6.5,0.1778,20,459.761904761905,"E"
"Cigarettes nappées Framboise","Sugary snacks",1648,2.5,87,48,4,0.28,15,392.380952380952,"D"
"Sardines à l'huile d'olive vierge extra (Lot de 2 boîtes) ","Fish Meat Eggs",1259,23,0,0,24,1.016,5,299.761904761905,"C"
"Chili con carne et son riz blanc","Composite foods",516,3.2,16.2,2.2,5.8,0.8382,-2,122.857142857143,"A"
"Quenelles de veau sauce financière","Composite foods",607,10,9.8,1.3,3.6,1.3208,10,144.52380952381,"C"
"Quenelles de saumon sauce crevette","Composite foods",583,9.2,9.9,0.9,3.9,1.27,10,138.809523809524,"C"
"Lapin aux deux moutardes et ses pommes de terre","Composite foods",383,4,7.2,1.5,5.8,0.85,0,91.1904761904762,"B"
"Saumon Atlantique sauce oseille et ses torsades","Composite foods",353,3.9,4.5,0.4,7.4,1.01,1,84.0476190476191,"B"
"Tartiflette","Composite foods",377,4,9.4,0.7,3.3,0.61,0,89.7619047619048,"B"
"Bio maïs doux","Fruits and vegetables",377,1.7,14.1,10.5,2.8,0.3,-7,89.7619047619048,"A"
"Lait fermenté au bifidus avec des morceaux de fruits - Fraise (4 Pots)","Milk and dairy products",360,2.5,12,11.4,3.1,0.127,2,85.7142857142857,"B"
"Lait fermenté au Bifidus, aromatisé à la mangue avec des mordeaux de fruits","Milk and dairy products",377,2.5,13,12.3,3.1,0.127,2,89.7619047619048,"B"
"Compote pomme-poire sans sucres ajoutés ","Fruits and vegetables",224,0.412,11.9,10.3,0.412,0,-5,53.3333333333333,"A"
"Liégeois saveur Vanille sur lit de Caramel ","Milk and dairy products",708,7.9,21.9,20,2.5,0.1,11,168.571428571429,"D"
"Panna Cotta sur lit de Caramel","Milk and dairy products",689,9.1,18.5,16.5,2.2,0.09,9,164.047619047619,"C"
"Yaourt à la grecque sur lit de fruits","Milk and dairy products",501,5.8,14.3,12.4,2.13,0.1,6,119.285714285714,"C"
"Crème Légère Semi-Épaisse 18% de Matière Grasse","Milk and dairy products",797,18,5.3,2.4,2.4,0.12,12,189.761904761905,"D"
"Raisins Secs Bio","Fruits and vegetables",1321,0.7,71.6,64.5,2.9,0.03,2,314.52380952381,"B"
"Cheeseburgers","Composite foods",1042,10.8,24.1,4.6,13.7,1.4732,11,248.095238095238,"D"
"6 Hamburgers","Composite foods",961,8.5,23,3.2,14,1.39954,8,228.809523809524,"C"
"Saumon grillé et purée de pommes de terre aux épinards","Composite foods",584,7.3,10.1,1,8.1,0.6604,2,139.047619047619,"B"
"Dattes Medjoul","Fruits and vegetables",1269,0.4,68.4,66.3,2.2,0.03,2,302.142857142857,"B"
"Allumettes fumées","Fish Meat Eggs",1112,22,0.5,0.3,17,2.794,22,264.761904761905,"E"
"Lardons Fumés","Fish Meat Eggs",1046,20,1,0.7,17,2.75,21,249.047619047619,"E"
"Lardons nature","Fish Meat Eggs",1046,20,1,0.7,17,2.75,21,249.047619047619,"E"
"La grande pizza Royale","Composite foods",955,7.9,31.1,2.6,7.2,1.6,4,227.380952380952,"C"
"Tagliatelles au Saumon Épinard et Tomates","Composite foods",550,5.9,13.2,1.2,5.9,0.55,1,130.952380952381,"B"
"12 batonnets surimi saveur crabe","Fish Meat Eggs",461,3.9,10.9,2.8,7.7,1.9,5,109.761904761905,"C"
"20 bâtonnets à base de chair de poisson saveur crabe","Fish Meat Eggs",632,7.6,14.4,2.2,5.9,1.98,6,150.47619047619,"C"
"Petits cakes assortis","Sugary snacks",1832,21.3,55.4,31,5.4,0.59,19,436.190476190476,"E"
"Crème légère fluide (15% MG)","Milk and dairy products",688,15,4.8,3.6,3,0.1,12,163.809523809524,"D"
"Knacks","Fish Meat Eggs",1216,26.8,1.2,1.2,12,2.44,22,289.52380952381,"E"
"Rôti de Porc cuit supérieur","Fish Meat Eggs",497,3,0.7,0.7,22,2,5,118.333333333333,"C"
"Amandes décortiquées ","Salty snacks",2648,55.1,5,3.8,23.1,0.1,7,630.47619047619,"C"
"Cerneaux de noix","Salty snacks",2882,65.7,7.9,3.3,15.4,0.1,9,686.190476190476,"C"
"Dattes","Fruits and vegetables",1305,0.3,70,65,2.3,0.05,2,310.714285714286,"B"
"Noisettes décortiquées","Salty snacks",2861,65.3,4.9,3.8,15.5,0.1,9,681.190476190476,"C"
"Pignons de pin","Salty snacks",2881,66,6.5,4,16,0.06,8,685.952380952381,"C"
"Pruneaux d'Agen dénoyautés ","Fruits and vegetables",1019,0.3,54,38,2,0.01,5,242.619047619048,"C"
"Caramchoc","Cereals and potatoes",1608,2.6,78,33,8.3,0.508,9,382.857142857143,"C"
"Tarte épinards chèvre ","Composite foods",902,11.6,21,2.2,6,0.9,11,214.761904761905,"D"
"Céréales choco crisp","Cereals and potatoes",1652,4.5,78,34,7,0.254,8,393.333333333333,"C"
"Sauce Pesto rouge à la tomate","Fat and sauces",1152,26.1,4.5,3.8,4.8,2.3,13,274.285714285714,"D"
"Sauce Pesto vert au basilic","Fat and sauces",1352,33.1,2.5,0.3,3.8,1.95,14,321.904761904762,"D"
"Olives vertes dénoyautées","Fruits and vegetables",622,15.4,1,0.02,1,2.52984,5,148.095238095238,"C"
"Mmm! Poivrons Aubergines","Fat and sauces",1335,30.8,9.2,5.4,2.1,1.6,14,317.857142857143,"D"
"Mayonnaise bio","Fat and sauces",3014,80,1.9,1.7,1.3,1.4,23,717.619047619048,"E"
"Fonds d'artichauts ","Fruits and vegetables",104,0,3.6,0.8,2.1,0.9144,-4,24.7619047619048,"A"
"Sélection 3 riz","Cereals and potatoes",1465,0.7,76,0.2,7.5,0.13,-3,348.809523809524,"A"
"Lentilles vertes","Cereals and potatoes",1399,1.2,50.4,1,24,0.059944,-6,333.095238095238,"A"
"Petits beurre riches en céréale","Sugary snacks",1912,13,75,25,8,1.016,18,455.238095238095,"D"
"Mélange 4 céréales nature","Cereals and potatoes",1595,7.5,50.8,2.7,22.9,0,-5,379.761904761905,"A"
"Penne Rigate","Cereals and potatoes",1525,2,70,3,12.5,0.02,-6,363.095238095238,"A"
"Spaghetti au blé entier Bio ","Cereals and potatoes",1454,2.2,65,3,12,0.02,-6,346.190476190476,"A"
"Duo de riz de Camargue","Cereals and potatoes",1469,1,76,0,7.5,0.254,-1,349.761904761905,"A"
"Corsé dessert","Sugary snacks",2353,40,40,37,7.1,0.00762,20,560.238095238095,"E"
"Lait fourré mousse praliné","Sugary snacks",2285,34,53,53,7.4,0.2286,24,544.047619047619,"E"
"Bouteilles Bubble","Sugary snacks",1414,0.2,76.6,63,5.4,0.21,14,336.666666666667,"D"
"Bâtonnets gourmands chocolat blanc","Sugary snacks",2188,28,60.6,38,6.5,0.41,25,520.952380952381,"E"
"Biscuits sablés coco","Sugary snacks",2119,25.9,60.1,16.9,6.4,0.4826,16,504.52380952381,"D"
"Biscuits chocolat sans gluten","Sugary snacks",2150,28.3,56.7,17.1,4.81,0.679,16,511.904761904762,"D"
"Pain de campagne sans gluten","Cereals and potatoes",896,7.5,29,4.3,3.5,1.6,1,213.333333333333,"B"
"Pain de mie sans gluten","Cereals and potatoes",1294,8.8,47.2,1.3,3.7,0.8,0,308.095238095238,"B"
"Coquilles moelleuses mieux vivre sans gluten","Sugary snacks",1735,17.8,58,21.8,4.7,0.8636,19,413.095238095238,"E"
"Muffins tout chocolat","Sugary snacks",1819,23,50,31,5.8,0.95,19,433.095238095238,"E"
"Petits Pains Grillés Aux Pépites De Chocolat","Cereals and potatoes",1766,12.5,65.4,13.8,9.1,0.859999999999999,9,420.47619047619,"C"
"Sablés fourrés figue","Sugary snacks",1575,7,71,40,5,0.381,11,375,"D"
"Petit Beurre Pépites de Chocolat","Sugary snacks",1934,16,70,26,7.5,1.3,20,460.47619047619,"E"
"Petit beurre Pocket","Sugary snacks",1908,14.4,71.4,2.3,8.1,0.81,16,454.285714285714,"D"
"Biscuits Tablette Chocolat au Lait","Sugary snacks",2175,27,61,35,7,0.58,22,517.857142857143,"E"
"pains au lait pur beurre ","sugary-snacks",1573,13,55,13,8,1.12,18,374.52380952381,"D"
"Fromage de chèvre frais au lait pasteurisé","Milk and dairy products",682,12,3,3,10,1.1,8,162.380952380952,"C"
"Colin aux épices douces et riz basmati ","Composite foods",467,2.3,13.9,1.3,8.3,0.72,-1,111.190476190476,"A"
"Risotto champignons et poulet","Composite foods",598,7.8,10,3,7.4,0.75,4,142.380952380952,"C"
"Concassé de tomates","Fruits and vegetables",93,0,3,3,1.4,0.51,-6,22.1428571428571,"A"
"Steaks hachés pur Boeuf","Fish Meat Eggs",887,15,0.5,0,19,0.1524,4,211.190476190476,"C"
"Colombo de Porc et son riz basmati","Composite foods",552,4.7,14.6,1.3,7.4,0.74,1,131.428571428571,"B"
"Yaourt au lait entier à la vanille de Madagascar","Milk and dairy products",423,3.3,14.6,14.4,3.1,0.1,5,100.714285714286,"C"
"Eau Minérale Naturelle","Beverages",0,0,0,0,0,0,0,0,"B"
"Chocolat au lait supérieur","Sugary snacks",2232,31,57,56,6.8,0.2159,24,531.428571428571,"E"
"Chair de Tomates au Basilic","Fruits and vegetables",197,1.8,5.2,4,1.3,1,-4,46.9047619047619,"A"
"Lait du pays Alpin","Sugary snacks",2227,31.2,55.4,54,6.5,0.23,27,530.238095238095,"E"
"Chocolat lait noisettes entières","Sugary snacks",2304,38,44,44,8.8,0.25146,23,548.571428571429,"E"
"Brillât savarin affiné","Milk and dairy products",1593,38,1,1,10,1,13,379.285714285714,"D"
"Sauce tomate à la bolognaise","Fat and sauces",347,3.4,7.1,5.9,5.3,1.42,4,82.6190476190476,"C"
"Sauce tomate cuisinée","Fat and sauces",199,1.1,6.8,6.1,1.5,1.3,4,47.3809523809524,"C"
"Jambon de Paris (-25% de sel)","Fish Meat Eggs",522,4,1,1,21,1.38,3,124.285714285714,"C"
"Jambon supérieur (-25% de sel)","Fish Meat Eggs",483,3,0.9,0.6,21,1.49,3,115,"C"
"Jambon supérieur (-25% de sel)","Fish Meat Eggs",483,3,0.9,0.6,21,1.49,3,115,"C"
"Jambon de Paris","Fish Meat Eggs",490,3.1,0.7,0.7,21.1,1.9,5,116.666666666667,"C"
"Jambon de Paris 4 tranches sans couenne","Fish Meat Eggs",490,3.1,0.7,0.7,21.1,1.9,5,116.666666666667,"C"
"Jambon de Paris sans couenne","Fish Meat Eggs",490,3.1,0.7,0.7,21.1,1.9,5,116.666666666667,"C"
"Jambon de Paris","Fish Meat Eggs",490,3.1,0.7,0.7,21.1,1.9,5,116.666666666667,"C"
"Jambon Supérieur (2 Tranches) Avec couenne","Fish Meat Eggs",719,10,0.5,0.5,20,1.9,12,171.190476190476,"D"
"Jambon Supérieur","Fish Meat Eggs",719,10,0.5,0.5,20,1.9,12,171.190476190476,"D"
"Jambon Supérieur (6 Tranches) Avec couenne","Fish Meat Eggs",719,10,0.5,0.5,20,1.9,12,171.190476190476,"D"
"Jambon Supérieur - 2 Tranches - Sans couenne ","Fish Meat Eggs",477,3,0.5,0.5,21,1.9,5,113.571428571429,"C"
"Jambon Supérieur (4 Tranches) Sans couenne","Fish Meat Eggs",477,3,0.5,0.5,21,1.9,4,113.571428571429,"C"
"Jambon Supérieur - 6 Tranches - Sans couenne","Fish Meat Eggs",477,3,0.5,0.5,21,1.9,5,113.571428571429,"C"
"Jambon Supérieur","Fish Meat Eggs",477,3,0.5,0.5,21,1.9,4,113.571428571429,"C"
"Jambon Supérieur cuit au Torchon","Fish Meat Eggs",465,3,0.8,0.7,20,1.98,5,110.714285714286,"C"
"Jambon Supérieur Fumé","Fish Meat Eggs",542,5,1,0.7,20,2,5,129.047619047619,"C"
"Jambon supérieur fumé","Fish Meat Eggs",542,5,1,0.7,20,2,5,129.047619047619,"C"
"Jambon supérieur avec couenne","Fish Meat Eggs",653,8,1,0.9,20,2,5,155.47619047619,"C"
"Jambon supérieur découenné-dégraissé","Fish Meat Eggs",468,3,1,1,20,2,5,111.428571428571,"C"
"Jambon supérieur découenné - dégraissé","Fish Meat Eggs",468,3,1,1,20,2,5,111.428571428571,"C"
"Beurre à teneur réduite en matière grasse doux","Fat and sauces",2257,60.4,0.6,0.6,0.7,0.1,16,537.380952380952,"D"
"Champ Joli Demi-Sel","Fat and sauces",2257,60.4,0.6,0.6,0.7,1.4,22,537.380952380952,"E"
"Tiramisu au Mascarpone Speculoos","Milk and dairy products",1229,13.1,35.9,25.8,4.4,0.23,15,292.619047619048,"D"
"Fromage à tartiner Nature (24% MG)","Milk and dairy products",1033,24,3,3,5.5,0.9,13,245.952380952381,"D"
"Les Dés mimolette & edam (24 % M.G.)","Milk and dairy products",1303,24,1,1,23.4,2,16,310.238095238095,"D"
"Crousty Cao","Cereals and potatoes",1741,8.8,70,24.3,9.2,0.19,8,414.52380952381,"C"
"Auchan boisson à l'avoine","Beverages",200,1.5,7.5,5.5,0.6,0.1016,0,47.6190476190476,"B"
"Crousty premium caramel","Cereals and potatoes",1900,14.6,70,25.3,8,0.72,12,452.380952380952,"D"
"Crousty premium noix Auchan","Cereals and potatoes",2041,25.3,51.4,15.3,10.2,0.5842,14,485.952380952381,"D"
"Crousty premium 3 chocolats","Cereals and potatoes",1980,19,64,20.7,9,0.35,9,471.428571428571,"C"
"Barres de chocolat au lait pour le goûter","Sugary snacks",2230,31,55,55,7.9,0.25,27,530.952380952381,"E"
"Noir Amandes","Sugary snacks",2288,38,38,36,9.5,0.02,18,544.761904761905,"D"
"Muesli 7 fruits croustillant","Cereals and potatoes",1844,15.3,64.8,26.2,7.1,0.02,9,439.047619047619,"C"
"Chocolat dégustation Lait Noisettes","Sugary snacks",2158,32,59,51,8,0.254,24,513.809523809524,"E"
"Chocolat dégustation Noir","Sugary snacks",2413,48,20,14,10,0.05,15,574.52380952381,"D"
"Chocolat dégustation Noir Fleur de Sel","Sugary snacks",2353,38,48,45,5.1,0.30988,22,560.238095238095,"E"
"Yaourt aux fruits (fraise, pêche, poire, framboise)","Milk and dairy products",410,2.8,14.8,14.6,3.2,0.1,4,97.6190476190476,"C"
"Yaourt aux Fruits mixés (fraise, abricot, banane, framboise)","Milk and dairy products",412,3,14.6,14.4,3.1,0.1,5,98.0952380952381,"C"
"Fromage Frais Nature Issu de l'Agriculture Biologique","Milk and dairy products",356,3,3.5,3.5,9.6,0.1,-2,84.7619047619048,"A"
"Yaourt de brebis Nature Auchan Bio","Milk and dairy products",280,3,4.4,3,5.5,0.13,-1,66.6666666666667,"A"
"Pur Jus Orange","Beverages",193,0,11,10.5,0.1,0.0254,4,45.9523809523809,"C"
"jus de fruits multifruits","Beverages",197,0.5,11,10.8,0.3,0.02,5,46.9047619047619,"C"
"Pur jus 4 agrumes","Beverages",207,0.2,11,9.9,0.6,0.0254,4,49.2857142857143,"C"
"P'tit dej Douceur, pur jus","Beverages",233,0.2,12.5,11.3,0.6,0.02,6,55.4761904761905,"C"
"Pur jus P'tit dej Vitamines A&C","Beverages",199,0.5,10.9,9.8,0.2,0.2,4,47.3809523809524,"C"
"Nectar gourmand mangue","Beverages",219,0.1,12.3,11.1,0.2,0.02,16,52.1428571428571,"D"
"Goyave nectar gourmand","Beverages",193,0.5,10.8,9.7,0.2,0.03,14,45.9523809523809,"D"
"Nectar Orange Pêche Abricot","Beverages",219,0,12.6,11,0.3,0,14,52.1428571428571,"D"
"Soda agrumes","Beverages",124,0.5,7.3,7.3,0.5,0.01,10,29.5238095238095,"C"
"Planet Cola Zéro","Beverages",0,0,0.5,0,0,0.0299999999999999,0,0,"B"
"Sirop de Grenadine Bio","Beverages",1298,0.1,76.1,76,0.1,0.762,23,309.047619047619,"E"
"Nectar Orange A base de concentrés","Beverages",196,0.1,11.3,10.2,0,0,12,46.6666666666667,"D"
"Nectar multi-fruit","Beverages",214,0.25,12,11.8,0.6,0.005,14,50.9523809523809,"D"
"Chips à l'Ancienne saveur Moutarde","Salty snacks",2257,37.2,43.9,3.6,6,1.5,14,537.380952380952,"D"
"Chips à l'ancienne","Salty snacks",2356,37,50,0.7,6.1,1.7018,12,560.952380952381,"D"
"Chips Nature","Salty snacks",2266,34,51,0.5,6,1.1,13,539.52380952381,"D"
